time,effr_avg_oct,effr_avg_nov,effr_end_oct,effr_start_nov,volume,effr_end_nov,delta_effr,num_hikes,hikes_floor,hikes_decimal,prob_cut_100,prob_cut_75,prob_cut_50,prob_cut_25,prob_no_change,prob_hike_25,prob_hike_50,prob_hike_75,prob_hike_100
2024-08-01 08:51:00+00:00,5.04,4.9,5.04,5.04,1,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 09:01:00+00:00,5.04,4.895,5.04,5.04,50,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:01:00+00:00,5.04,4.9,5.04,5.04,27,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 10:08:00+00:00,5.04,4.9,5.04,5.04,35,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 10:41:00+00:00,5.04,4.895,5.04,5.04,500,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:43:00+00:00,5.04,4.895,5.04,5.04,96,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:44:00+00:00,5.04,4.895,5.04,5.04,2,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:46:00+00:00,5.04,4.895,5.04,5.04,33,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:47:00+00:00,5.04,4.895,5.04,5.04,101,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:49:00+00:00,5.04,4.895,5.04,5.04,117,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:50:00+00:00,5.04,4.895,5.04,5.04,32,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 10:59:00+00:00,5.04,4.895,5.04,5.04,11,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:00:00+00:00,5.04,4.895,5.04,5.04,250,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:03:00+00:00,5.04,4.895,5.04,5.04,18,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:04:00+00:00,5.04,4.895,5.04,5.04,17,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:13:00+00:00,5.045,4.9,5.045,5.045,194,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:22:00+00:00,5.045,4.9,5.045,5.045,10,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:23:00+00:00,5.045,4.9,5.045,5.045,1,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:29:00+00:00,5.045,4.9,5.045,5.045,16,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:31:00+00:00,5.045,4.9,5.045,5.045,1,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:33:00+00:00,5.045,4.9,5.045,5.045,3,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:34:00+00:00,5.045,4.9,5.045,5.045,20,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:39:00+00:00,5.045,4.9,5.045,5.045,24,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:40:00+00:00,5.045,4.9,5.045,5.045,65,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:41:00+00:00,5.045,4.9,5.045,5.045,13,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:43:00+00:00,5.045,4.9,5.045,5.045,13,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 11:46:00+00:00,5.04,4.9,5.04,5.04,4,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 11:48:00+00:00,5.04,4.9,5.04,5.04,607,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 11:50:00+00:00,5.04,4.9,5.04,5.04,1,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 11:54:00+00:00,5.04,4.9,5.04,5.04,14,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 11:59:00+00:00,5.045,4.9,5.045,5.045,3,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:13:00+00:00,5.045,4.9,5.045,5.045,749,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:14:00+00:00,5.045,4.9,5.045,5.045,13,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:18:00+00:00,5.045,4.9,5.045,5.045,1,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:19:00+00:00,5.045,4.9,5.045,5.045,230,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:27:00+00:00,5.045,4.9,5.045,5.045,1,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:28:00+00:00,5.045,4.9,5.045,5.045,113,4.855869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:29:00+00:00,5.04,4.9,5.04,5.04,49,4.857391304,-0.182608696,-0.730434783,-1,0.269565217,0,0,0,0.730434783,0.269565217,0,0,0,0
2024-08-01 12:30:00+00:00,5.035,4.89,5.035,5.035,468,4.845869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:31:00+00:00,5.03,4.885,5.03,5.03,421,4.840869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:32:00+00:00,5.03,4.88,5.03,5.03,6,4.834347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 12:33:00+00:00,5.03,4.885,5.03,5.03,154,4.840869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:35:00+00:00,5.035,4.885,5.035,5.035,55,4.839347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 12:36:00+00:00,5.03,4.885,5.03,5.03,77,4.840869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:40:00+00:00,5.045,4.895,5.045,5.045,1358,4.849347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 12:41:00+00:00,5.045,4.895,5.045,5.045,108,4.849347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 12:43:00+00:00,5.04,4.89,5.04,5.04,250,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 12:47:00+00:00,5.04,4.89,5.04,5.04,80,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 12:48:00+00:00,5.04,4.895,5.04,5.04,252,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:49:00+00:00,5.04,4.895,5.04,5.04,30,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 12:57:00+00:00,5.045,4.895,5.045,5.045,17,4.849347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 12:58:00+00:00,5.045,4.895,5.045,5.045,250,4.849347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:00:00+00:00,5.045,4.895,5.045,5.045,48,4.849347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:01:00+00:00,5.045,4.895,5.045,5.045,75,4.849347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:02:00+00:00,5.045,4.895,5.045,5.045,100,4.849347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:03:00+00:00,5.04,4.895,5.04,5.04,102,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:04:00+00:00,5.04,4.895,5.04,5.04,39,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:06:00+00:00,5.04,4.895,5.04,5.04,7,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:07:00+00:00,5.04,4.895,5.04,5.04,2,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:09:00+00:00,5.04,4.895,5.04,5.04,65,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:13:00+00:00,5.04,4.895,5.04,5.04,39,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:15:00+00:00,5.04,4.895,5.04,5.04,380,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:17:00+00:00,5.04,4.895,5.04,5.04,3,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:18:00+00:00,5.04,4.895,5.04,5.04,3,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:19:00+00:00,5.04,4.895,5.04,5.04,114,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:24:00+00:00,5.04,4.895,5.04,5.04,50,4.850869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 13:36:00+00:00,5.04,4.89,5.04,5.04,4,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:37:00+00:00,5.04,4.89,5.04,5.04,1,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:38:00+00:00,5.04,4.89,5.04,5.04,1042,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:39:00+00:00,5.04,4.89,5.04,5.04,1,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:42:00+00:00,5.035,4.885,5.035,5.035,4,4.839347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:51:00+00:00,5.035,4.885,5.035,5.035,430,4.839347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:54:00+00:00,5.04,4.89,5.04,5.04,78,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:58:00+00:00,5.04,4.89,5.04,5.04,307,4.844347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 13:59:00+00:00,5.035,4.89,5.035,5.035,168,4.845869565,-0.189130435,-0.756521739,-1,0.243478261,0,0,0,0.756521739,0.243478261,0,0,0,0
2024-08-01 14:00:00+00:00,5.035,4.885,5.035,5.035,1238,4.839347826,-0.195652174,-0.782608696,-1,0.217391304,0,0,0,0.782608696,0.217391304,0,0,0,0
2024-08-01 14:01:00+00:00,5.04,4.885,5.04,5.04,284,4.837826087,-0.202173913,-0.808695652,-1,0.191304348,0,0,0,0.808695652,0.191304348,0,0,0,0
2024-08-01 14:02:00+00:00,5.035,4.875,5.035,5.035,540,4.826304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:03:00+00:00,5.035,4.875,5.035,5.035,148,4.826304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:04:00+00:00,5.035,4.875,5.035,5.035,182,4.826304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:05:00+00:00,5.03,4.87,5.03,5.03,339,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:06:00+00:00,5.03,4.87,5.03,5.03,92,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:07:00+00:00,5.03,4.87,5.03,5.03,71,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:08:00+00:00,5.035,4.875,5.035,5.035,780,4.826304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:09:00+00:00,5.035,4.875,5.035,5.035,193,4.826304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:11:00+00:00,5.035,4.875,5.035,5.035,200,4.826304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:12:00+00:00,5.03,4.87,5.03,5.03,472,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:13:00+00:00,5.03,4.87,5.03,5.03,24,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:14:00+00:00,5.03,4.87,5.03,5.03,28,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:15:00+00:00,5.03,4.87,5.03,5.03,150,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:16:00+00:00,5.03,4.87,5.03,5.03,5,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:17:00+00:00,5.03,4.865,5.03,5.03,211,4.814782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:18:00+00:00,5.03,4.87,5.03,5.03,241,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:19:00+00:00,5.03,4.87,5.03,5.03,126,4.821304348,-0.208695652,-0.834782609,-1,0.165217391,0,0,0,0.834782609,0.165217391,0,0,0,0
2024-08-01 14:20:00+00:00,5.035,4.87,5.035,5.035,238,4.819782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:21:00+00:00,5.03,4.865,5.03,5.03,15,4.814782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:22:00+00:00,5.03,4.865,5.03,5.03,6,4.814782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:24:00+00:00,5.03,4.865,5.03,5.03,995,4.814782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:26:00+00:00,5.03,4.865,5.03,5.03,151,4.814782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:27:00+00:00,5.03,4.865,5.03,5.03,100,4.814782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:28:00+00:00,5.03,4.86,5.03,5.03,81,4.80826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:29:00+00:00,5.03,4.86,5.03,5.03,1,4.80826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:30:00+00:00,5.03,4.86,5.03,5.03,78,4.80826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:31:00+00:00,5.025,4.855,5.025,5.025,89,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:32:00+00:00,5.02,4.855,5.02,5.02,233,4.804782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:33:00+00:00,5.025,4.855,5.025,5.025,87,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:35:00+00:00,5.025,4.855,5.025,5.025,350,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:36:00+00:00,5.025,4.855,5.025,5.025,79,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:37:00+00:00,5.025,4.855,5.025,5.025,1,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:38:00+00:00,5.025,4.855,5.025,5.025,398,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:39:00+00:00,5.025,4.855,5.025,5.025,288,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:41:00+00:00,5.025,4.855,5.025,5.025,1009,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:42:00+00:00,5.025,4.855,5.025,5.025,121,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:43:00+00:00,5.02,4.855,5.02,5.02,31,4.804782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:44:00+00:00,5.02,4.855,5.02,5.02,1,4.804782609,-0.215217391,-0.860869565,-1,0.139130435,0,0,0,0.860869565,0.139130435,0,0,0,0
2024-08-01 14:46:00+00:00,5.02,4.85,5.02,5.02,2,4.79826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:47:00+00:00,5.02,4.85,5.02,5.02,10,4.79826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:49:00+00:00,5.025,4.855,5.025,5.025,21,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:50:00+00:00,5.02,4.85,5.02,5.02,222,4.79826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:51:00+00:00,5.02,4.85,5.02,5.02,25,4.79826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:53:00+00:00,5.02,4.85,5.02,5.02,1,4.79826087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
2024-08-01 14:57:00+00:00,5.025,4.855,5.025,5.025,53,4.80326087,-0.22173913,-0.886956522,-1,0.113043478,0,0,0,0.886956522,0.113043478,0,0,0,0
